Date,Open,High,Low,Close,Adj Close,Volume
2018-01-26,284.25,286.6300048828125,283.9599914550781,286.5799865722656,257.54571533203125,107743100
2018-01-29,285.92999267578125,286.42999267578125,284.5,284.67999267578125,255.8381805419922,90118300
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,253.21408081054688,131796400
2018-01-31,282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,253.33984375,108364800
2018-02-01,281.07000732421875,283.05999755859375,280.67999267578125,281.5799865722656,253.0524139404297,90102500
2018-02-02,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,247.54336547851562,173174800
2018-02-05,273.45001220703125,275.8500061035156,263.30999755859375,263.92999267578125,237.19052124023438,294681800
2018-02-06,259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,241.86367797851562,355026800
2018-02-07,268.5,272.3599853515625,267.5799865722656,267.6700134277344,240.55160522460938,167376100
2018-02-08,268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,231.52879333496094,246449500
2018-02-09,260.79998779296875,263.6099853515625,252.9199981689453,261.5,235.00669860839844,283565300
2018-02-12,263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,238.45765686035156,143736000
2018-02-13,263.9700012207031,266.6199951171875,263.30999755859375,266.0,239.05079650878906,81223600
2018-02-14,264.30999755859375,270.0,264.29998779296875,269.5899963378906,242.27703857421875,120735700
2018-02-15,271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,245.36854553222656,111200300
2018-02-16,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,245.4404754638672,160420100
2018-02-20,272.0299987792969,273.6700134277344,270.5,271.3999938964844,243.9037322998047,86369700
2018-02-21,271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,242.6904296875,98883700
2018-02-22,271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,243.0050506591797,110511300
2018-02-23,271.7900085449219,274.7099914550781,271.25,274.7099914550781,246.8783416748047,92766400
2018-02-26,275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,249.7451934814453,86491400
2018-02-27,278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,246.62669372558594,99099200
2018-02-28,275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,244.12838745117188,121907800
2018-03-01,271.4100036621094,273.1700134277344,266.0,267.70001220703125,240.5785369873047,176855100
2018-03-02,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,241.81875610351562,139083200
2018-03-05,267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,244.61366271972656,97307400
2018-03-06,273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,245.23370361328125,79213200
2018-03-07,270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,245.1438751220703,87063500
2018-03-08,273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,246.33010864257812,66901200
2018-03-09,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,250.61688232421875,113625300
2018-03-12,279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,250.30224609375,71924800
2018-03-13,279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,248.6847686767578,91968900
2018-03-14,277.80999755859375,278.0199890136719,274.6700134277344,275.29998779296875,247.40850830078125,105895100
2018-03-15,275.8800048828125,276.6099853515625,274.42999267578125,275.0,247.13894653320312,83433000
2018-03-16,274.5,275.3900146484375,274.1400146484375,274.20001220703125,247.40692138671875,100343700
2018-03-19,273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,244.0594482421875,109208400
2018-03-20,270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,244.47454833984375,59757300
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,244.00526428222656,78709600
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,237.90589904785156,148785900
2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,232.8350372314453,183534800
2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,239.20509338378906,141956100
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,235.1358642578125,129941400
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,234.4410400390625,146452300
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,237.43666076660156,111601600
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,232.3117218017578,186286300
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,235.28924560546875,119956900
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,237.8065948486328,123715300
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,239.6834259033203,82652600
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,234.34188842773438,179521200
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,235.4967498779297,105442900
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,239.24122619628906,103529000
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,237.98704528808594,91140200
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,239.9450225830078,68890500
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,239.24122619628906,85079200
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,241.20826721191406,63405300
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,243.78878784179688,64682000
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,243.96923828125,57303900
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,242.61582946777344,77655900
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,240.55862426757812,99953100
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,240.52247619628906,65558000
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,237.28334045410156,112885500
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,237.8697967529297,103840900
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,240.2879180908203,67731900
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,240.51348876953125,57053600
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,238.66380310058594,82182300
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,239.08782958984375,74203400
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,237.48178100585938,86368900
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,236.95846557617188,136311500
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,240.0261993408203,91222100
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,240.83831787109375,55304900
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,240.83831787109375,67499200
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,243.16619873046875,59666100
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,245.43991088867188,72063900
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,246.1888885498047,59871500
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,246.30621337890625,54790600
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,244.60992431640625,87036100
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,245.63845825195312,53942600
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,245.43093872070312,56536400
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,244.81739807128906,64368000
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,246.65805053710938,58025900
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,245.97227478027344,52966400
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,246.64901733398438,64694200
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,246.14373779296875,76043800
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,245.55726623535156,56374800
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,242.73306274414062,115908600
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,245.97227478027344,69678400
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,244.46556091308594,93519900
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,246.86557006835938,71258400
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,248.03846740722656,45385200
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,248.2189483642578,51135000
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,250.29434204101562,62732200
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,250.26715087890625,72969400
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,251.00704956054688,72139700
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,251.3408966064453,58892500
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,251.66574096679688,72329000
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,250.86264038085938,79070600
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,251.49432373046875,77097600
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,251.17343139648438,120041600
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,250.6568145751953,52917600
2018-06-19,274.0,275.75,273.5299987792969,275.5,249.69619750976562,97531500
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,250.12208557128906,53785500
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,248.55416870117188,71061400
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,249.00729370117188,54898500
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,245.61761474609375,137854200
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,246.1614532470703,68547400
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,244.12213134765625,105110700
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,245.5179443359375,76650500
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,245.8713836669922,97592500
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,246.39703369140625,63554800
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,245.5269775390625,42187100
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,247.53001403808594,56925900
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,249.6237335205078,66493700
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,251.87130737304688,50550400
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,252.77772521972656,51966800
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,250.9287109375,77054700
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,253.20359802246094,60124700
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,253.4030303955078,48216000
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,253.17642211914062,48201000
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,254.2006378173828,52315500
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,254.73538208007812,44593500
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,253.77468872070312,61412100
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,253.484619140625,82337700
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,253.95590209960938,47047600
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,255.2338104248047,68026900
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,257.4090576171875,78882900
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,256.80181884765625,57919500
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,255.0617218017578,76768700
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,253.7294464111328,63742500
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,254.9801025390625,68570500
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,254.5541229248047,53853300
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,255.9408416748047,63426400
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,257.0374450683594,53935400
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,257.9801330566406,39400900
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,258.83203125,43196600
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,258.7232360839844,42114600
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,258.3697509765625,35717000
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,256.63873291015625,77076000
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,255.67794799804688,65732900
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,257.309326171875,43842000
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,255.38792419433594,102925400
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,257.4543151855469,69967900
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,258.3607482910156,65618500
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,258.91363525390625,39807500
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,259.52081298828125,67272000
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,259.3668212890625,44993300
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,259.0223693847656,49204900
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,260.5812072753906,57487400
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,262.6386413574219,57072400
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,262.7654724121094,46943500
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,264.1794128417969,61485500
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,263.1099548339844,61229500
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,263.1190185546875,66140800
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,262.6658020019531,57594400
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,261.9588623046875,72452400
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,261.1703796386719,65909900
2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,260.662841796875,73524800
2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,261.1159362792969,50210900
2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,261.9770202636719,50530500
2018-09-12,289.05999755859375,289.79998779296875,288.2300109863281,289.1199951171875,262.0404968261719,59810800
2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,263.5903015136719,51034200
2018-09-14,291.05999755859375,291.2699890136719,290.0,290.8800048828125,263.6356506347656,55079900
2018-09-17,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,262.2398681640625,68244000
2018-09-18,289.5799865722656,291.5799865722656,289.54998779296875,290.9100036621094,263.662841796875,61930400
2018-09-19,290.9700012207031,291.69000244140625,290.8299865722656,291.2200012207031,263.9437255859375,49080600
2018-09-20,292.6400146484375,293.94000244140625,291.239990234375,293.5799865722656,266.0827331542969,100360600
2018-09-21,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,265.8396301269531,105479700
2018-09-24,291.3399963378906,291.5,290.3699951171875,291.0199890136719,264.95654296875,53409600
2018-09-25,291.5299987792969,291.6499938964844,290.4800109863281,290.75,264.710693359375,44370000
2018-09-26,290.9100036621094,292.239990234375,289.4100036621094,289.8800048828125,263.91851806640625,79739700
2018-09-27,290.4100036621094,291.9100036621094,290.1000061035156,290.69000244140625,264.65606689453125,59249500
2018-09-28,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,264.6833190917969,70091400
2018-10-01,292.1099853515625,292.92999267578125,290.9800109863281,291.7300109863281,265.60302734375,62078900
2018-10-02,291.55999755859375,292.3599853515625,291.1400146484375,291.55999755859375,265.4481506347656,47258200
2018-10-03,292.739990234375,293.2099914550781,291.32000732421875,291.7200012207031,265.5937805175781,64694600
2018-10-04,291.17999267578125,291.239990234375,287.6600036621094,289.44000244140625,263.5180358886719,111545900
2018-10-05,289.69000244140625,290.2699890136719,286.2200012207031,287.82000732421875,262.0430603027344,105951700
2018-10-08,287.04998779296875,288.2200012207031,285.5,287.82000732421875,262.0430603027344,87742200
2018-10-09,287.3900146484375,288.8599853515625,286.7699890136719,287.3999938964844,261.6606750488281,74339000
2018-10-10,286.8299865722656,286.9100036621094,277.8800048828125,278.29998779296875,253.37576293945312,214731000
2018-10-11,277.0799865722656,278.8999938964844,270.3599853515625,272.1700134277344,247.794677734375,274840500
2018-10-12,276.7699890136719,277.0899963378906,272.3699951171875,275.95001220703125,251.2361297607422,183186500
2018-10-15,275.54998779296875,277.0400085449219,274.29998779296875,274.3999938964844,249.824951171875,102263700
2018-10-16,276.6000061035156,280.82000732421875,276.07000732421875,280.3999938964844,255.28759765625,118255800
2018-10-17,280.44000244140625,281.1499938964844,277.55999755859375,280.45001220703125,255.33319091796875,110626000
2018-10-18,279.3999938964844,280.07000732421875,274.9700012207031,276.3999938964844,251.6458282470703,134557500
2018-10-19,277.1300048828125,279.29998779296875,275.4700012207031,276.25,251.50933837890625,139901600
2018-10-22,277.0,277.3599853515625,274.4100036621094,275.010009765625,250.38037109375,82415800
2018-10-23,270.95001220703125,274.8699951171875,268.6099853515625,273.6099853515625,249.10574340820312,146352700
2018-10-24,273.3299865722656,273.760009765625,264.70001220703125,265.32000732421875,241.5581512451172,177806700
2018-10-25,267.3800048828125,271.80999755859375,266.2300109863281,270.0799865722656,245.89190673828125,138061500
2018-10-26,265.9200134277344,271.0,262.2900085449219,265.3299865722656,241.5672149658203,201574600
2018-10-29,268.79998779296875,270.25,259.8500061035156,263.8599853515625,240.22891235351562,160749100
2018-10-30,263.6700134277344,268.1199951171875,263.1199951171875,267.7699890136719,243.7887725830078,157116000
2018-10-31,270.6499938964844,273.2300109863281,270.1199951171875,270.6300048828125,246.39259338378906,128296300
2018-11-01,271.6000061035156,273.7300109863281,270.3800048828125,273.510009765625,249.01467895507812,99495000
2018-11-02,274.75,275.2300109863281,269.5899963378906,271.8900146484375,247.53968811035156,122634100
2018-11-05,272.44000244140625,274.010009765625,271.3500061035156,273.3900146484375,248.9054412841797,65622500
2018-11-06,273.32000732421875,275.29998779296875,273.25,275.1199951171875,250.48049926757812,60085900
2018-11-07,277.55999755859375,281.1000061035156,277.0799865722656,281.010009765625,255.8429718017578,102752100
2018-11-08,280.1099853515625,281.2200012207031,279.2200012207031,280.5,255.37864685058594,65584900
2018-11-09,279.0299987792969,279.239990234375,276.17999267578125,277.760009765625,252.88409423828125,98812600
2018-11-12,277.19000244140625,277.4599914550781,271.989990234375,272.57000732421875,248.1588134765625,99673600
2018-11-13,273.0899963378906,275.3299865722656,271.25,272.05999755859375,247.6945343017578,98176600
2018-11-14,274.1600036621094,274.6099853515625,268.45001220703125,270.20001220703125,246.0011444091797,125335900
2018-11-15,268.7799987792969,273.5400085449219,267.010009765625,273.0199890136719,248.5685272216797,135101400
2018-11-16,271.7900085449219,274.75,271.2099914550781,273.7300109863281,249.21493530273438,126668000
2018-11-19,273.04998779296875,273.3800048828125,268.07000732421875,269.1000061035156,244.99960327148438,103061700
2018-11-20,265.3599853515625,267.0,263.1499938964844,264.1199951171875,240.4656219482422,136021300
2018-11-21,265.8599853515625,267.1499938964844,265.010009765625,265.0199890136719,241.28500366210938,75563700
2018-11-23,263.17999267578125,264.82000732421875,263.07000732421875,263.25,239.67355346679688,42807900
2018-11-26,265.7799987792969,267.75,265.3399963378906,267.5,243.5429229736328,79981400
2018-11-27,266.3399963378906,268.3999938964844,265.6600036621094,268.3999938964844,244.36228942871094,75502400
2018-11-28,269.6000061035156,274.5799865722656,268.3299865722656,274.5799865722656,249.98883056640625,127629600
2018-11-29,273.7099914550781,275.54998779296875,272.42999267578125,273.9800109863281,249.4426727294922,82346400
2018-11-30,273.80999755859375,276.2799987792969,273.45001220703125,275.6499938964844,250.96298217773438,98204200
2018-12-03,280.2799987792969,280.3999938964844,277.510009765625,279.29998779296875,254.28614807128906,103176300
2018-12-04,278.3699951171875,278.8500061035156,269.8999938964844,270.25,246.04669189453125,177986000
2018-12-06,265.9200134277344,269.9700012207031,262.44000244140625,269.8399963378906,245.6733856201172,204185400
2018-12-07,269.4599914550781,271.2200012207031,262.6300048828125,263.57000732421875,239.9648895263672,161018900
2018-12-10,263.3699951171875,265.1600036621094,258.6199951171875,264.07000732421875,240.42007446289062,151445900
2018-12-11,267.6600036621094,267.8699951171875,262.4800109863281,264.1300048828125,240.4747314453125,121504400
2018-12-12,267.4700012207031,269.0,265.3699951171875,265.4599914550781,241.6856689453125,97976700
2018-12-13,266.5199890136719,267.489990234375,264.1199951171875,265.3699951171875,241.60366821289062,96662700
2018-12-14,262.9599914550781,264.0299987792969,259.8500061035156,260.4700012207031,237.14260864257812,116961100
2018-12-17,259.3999938964844,260.6499938964844,253.52999877929688,255.36000061035156,232.4901885986328,165492300
2018-12-18,257.20001220703125,257.95001220703125,253.27999877929688,255.0800018310547,232.23529052734375,134515100
2018-12-19,255.1699981689453,259.3999938964844,249.35000610351562,251.25999450683594,228.7573699951172,214992800
2018-12-20,249.86000061035156,251.6199951171875,244.64999389648438,247.1699981689453,225.0336456298828,252053400
2018-12-21,246.74000549316406,249.7100067138672,239.97999572753906,240.6999969482422,220.42283630371094,255345600
2018-12-24,239.0399932861328,240.83999633789062,234.27000427246094,234.33999633789062,214.59861755371094,147311600
2018-12-26,235.97000122070312,246.17999267578125,233.75999450683594,246.17999267578125,225.44117736816406,218485400
2018-12-27,242.57000732421875,248.2899932861328,238.9600067138672,248.07000732421875,227.17196655273438,186267300
2018-12-28,249.5800018310547,251.39999389648438,246.4499969482422,247.75,226.87892150878906,153100200
2018-12-31,249.55999755859375,250.19000244140625,247.47000122070312,249.9199981689453,228.8661346435547,144299400
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,229.1042022705078,126925200
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,223.63714599609375,144140700
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,231.12802124023438,142628800
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,232.95042419433594,103139100
2019-01-08,256.82000732421875,257.30999755859375,254.0,256.7699890136719,235.13900756835938,102512600
2019-01-09,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,236.2379608154297,95006600
2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,237.07130432128906,96823900
2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,237.16287231445312,73858100
2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,235.71597290039062,70908200
2019-01-15,257.82000732421875,260.70001220703125,257.80999755859375,260.3500061035156,238.41748046875,85208300
2019-01-16,260.8299865722656,261.9700012207031,260.6000061035156,260.9800109863281,238.99435424804688,77636700
2019-01-17,260.010009765625,263.9200134277344,259.9599914550781,262.9599914550781,240.8075408935547,96118400
2019-01-18,264.9800109863281,266.9800109863281,263.0,266.4599914550781,244.0127716064453,127900300
2019-01-22,264.82000732421875,265.05999755859375,261.05999755859375,262.8599853515625,240.7159881591797,115531200
2019-01-23,264.010009765625,264.7900085449219,260.6600036621094,263.4100036621094,241.2196807861328,86030300
2019-01-24,263.2099914550781,264.20001220703125,262.0799865722656,263.54998779296875,241.34786987304688,59204100
2019-01-25,265.6099853515625,266.70001220703125,263.6600036621094,265.7799987792969,243.3900146484375,96883400
2019-01-28,263.3900146484375,263.8299865722656,261.7900085449219,263.760009765625,241.54017639160156,85613700
2019-01-29,263.9200134277344,264.54998779296875,262.4800109863281,263.4100036621094,241.2196807861328,66136300
2019-01-30,265.1000061035156,268.5199890136719,264.25,267.5799865722656,245.0383758544922,92473700
